     OBJECTID  TRACT        GEOID  Total Population  Total Pop of 1 Race  Pop of 1 race: White  Pop of 1 race: Black  Pop of 1 race: American Indian Alaskan  Pop of 1 race: Asian  Pop of 1 race: Native Hawaiian Pacific Islander  Pop of 1 race: Other Race  Pop 2 or more races: Black and  Pop 2 or more races: American Indian Alaskan and  Pop 2 or more races: Asian and  Pop 2 or more races: Native Hawaiian Pacific Islander and  Total Hispanic Population  Total Non-Minority Population (White Not Hispanic)  Not Hispanic Pop of 1 race: Black  Not Hispanic Pop of 1 race: American Indian Alaskan  Not Hispanic Pop of 1 race: Asian  Not Hispanic Pop of 1 race: Native Hawaiian Pacific Islander  Not Hispanic Pop of 1 race: Other Race  Not Hispanic Pop 2 or more races: Black and  Not Hispanic Pop 2 or more races: American Indian Alaskan and  Not Hispanic Pop 2 or more races: Asian and  Not Hispanic Pop 2 or more races: Native Hawaiian Pacific Islander and  Total Pop 18+  18+ Pop 1 race: White  18+ Pop 1 race: Black  18+ Pop 1 race: American Indian Alaskan  18+ Pop 1 race: Asian  18+ Pop 1 race: Native Hawaiian Pacific Islander  18+ Pop 1 race: Other race  18+ Pop 2 or more races: Black and  18+ Pop 2 or more races: American Indian Alaskan and  18+ Pop 2 or more races: Asian and  18+ Pop 2 or more races: Native Hawaiian Pacific Islander  Hispanic 18+ Pop  Non-Minority 18+ Pop (White Non-Hispanic)  Not Hispanic 18+ Pop 1 race: Black  Not Hispanic 18+ Pop 1 race: American Indian Alaskan  Not Hispanic 18+ Pop 1 race: Asian  Not Hispanic 18+ Pop 1 race: Native Hawaiian Pacific Islander  Not Hispanic 18+ Pop 1 race: Other race  Not Hispanic 18+ Pop 2 or more races: Black and  Not Hispanic 18+ Pop 2 or more races: American Indian Alaskan and  Not Hispanic 18+ Pop 2 or more races: Asian and  Not Hispanic 18+ Pop 2 or more races: Native Hawaiian Pacific Islander and  Total Housing Units  Occupied Housing Units  Vacant Housing Units        ACRES  SQ_MILES  Shape_Length    Shape_Area  FAGI_TOTAL_2010  FAGI_MEDIAN_2010  FAGI_TOTAL_2013  FAGI_MEDIAN_2013  FAGI_TOTAL_2011  FAGI_MEDIAN_2011  FAGI_TOTAL_2012  FAGI_MEDIAN_2012  FAGI_TOTAL_2014  FAGI_MEDIAN_2014  FAGI_TOTAL_2015  FAGI_MEDIAN_2015
10         11    100  11001000100              4890                 4808                  4444                   105                                       9                   201                                                2                         47                              17                                                12                              47                                                  2                                296                                               4202                                 101                                                  8                                  198                                                  2                                                 15                                           16                                                 10                                                       43                                                  2                                4305                   3924                     93                                        8                    184                                                 2                          33                                  11                                                 12                                     30                                                  2                       257                                       3711                                  90                                                  7                                    181                                                  2                                                    9                                               10                                                 10                                                               26                                                  2                                          2999                    2686                   313   585.846014  0.915384  10028.236285  2.370835e+06     5.518234e+08          89357.00     4.440194e+08           86101.5      563927063.0           88250.0     8.061412e+08           92634.0     8.562673e+08          108308.0     6.985652e+08          110944.5
12         13    202  11001000202              5425                 5294                  4705                   159                                       5                   375                                                3                         47                              33                                                16                              76                                                  7                                343                                               4438                                 150                                                  3                                  370                                                  3                                                 12                                           27                                                 14                                                       68                                                  6                                5061                   4384                    155                                        4                    360                                                 3                          43                                  26                                                 15                                     65                                                  7                       320                                       4132                                 146                                                  3                                    355                                                  3                                                   10                                               22                                                 14                                                               59                                                  6                                          2143                    1933                   210   305.039464  0.476624   6742.459377  1.234451e+06     3.796562e+08         116867.00     2.440197e+08           95033.5      365051633.0          109460.5     3.909871e+08          106470.0     4.336313e+08          114630.0     4.291584e+08          115586.0
13         14    300  11001000300              6233                 6076                  5497                   139                                      11                   352                                                1                         76                              48                                                20                              93                                                  9                                404                                               5186                                 135                                                 10                                  348                                                  1                                                 10                                           44                                                 18                                                       89                                                  9                                5542                   4900                    123                                        9                    323                                                 1                          71                                  36                                                 21                                     60                                                  7                       344                                       4644                                 121                                                  8                                    319                                                  1                                                    8                                               32                                                 16                                                               59                                                  7                                          2912                    2754                   158   252.603196  0.394693   4077.691319  1.022249e+06     2.746897e+08          66914.50     3.063889e+08           58822.0      356897869.0           58959.5     3.714287e+08           61936.5     3.226475e+08           73252.0     3.580025e+08           70413.0
14         15    400  11001000400              1455                 1428                  1247                    50                                       2                   103                                                0                         26                               9                                                 2                              15                                                  1                                123                                               1149                                  46                                                  1                                  103                                                  0                                                 12                                            6                                                  2                                                       15                                                  1                                1218                   1032                     43                                        2                    100                                                 0                          23                                   7                                                  1                                     10                                                  1                       104                                        949                                  39                                                  1                                    100                                                  0                                                   10                                                5                                                  1                                                               10                                                  1                                           690                     636                    54   378.382824  0.591223   5949.909534  1.531261e+06     2.448116e+08         104934.00     1.303905e+08          110621.0      224772922.0          101766.0     2.214181e+08          102512.0     2.604505e+08          130923.5     2.961620e+08          121711.0
15         16    501  11001000501              3376                 3267                  2853                   124                                       7                   249                                                1                         33                              32                                                18                              64                                                  3                                231                                               2689                                 122                                                  3                                  246                                                  1                                                  4                                           18                                                  9                                                       60                                                  3                                3195                   2729                    114                                        5                    232                                                 1                          28                                  25                                                 17                                     47                                                  3                       201                                       2585                                 112                                                  3                                    229                                                  1                                                    2                                               13                                                  9                                                               45                                                  3                                          2186                    2027                   159   233.384264  0.364663   6813.633099  9.444726e+05     1.574509e+08          65919.00     1.822691e+08           68973.0      196513698.0           64763.5     2.106282e+08           70218.0     2.600105e+08           72707.0     2.434195e+08           76949.5
16         17    902  11001000902              2092                 2021                  1861                    67                                       4                    77                                                1                         11                              28                                                12                              40                                                  2                                107                                               1776                                  63                                                  3                                   77                                                  1                                                  5                                           22                                                  9                                                       37                                                  2                                1544                   1388                     50                                        1                     67                                                 1                           7                                   9                                                  8                                     16                                                  2                        71                                       1327                                  48                                                  1                                     67                                                  1                                                    4                                                7                                                  6                                                               15                                                  2                                           862                     833                    29   538.801955  0.841878   8704.287793  2.180454e+06     2.188825e+08         121032.00     1.762731e+08          113487.0      226114271.0          117436.0     2.623537e+08          121474.5     2.821584e+08          142212.0     3.185028e+08          148690.0
17         18   1001  11001001001              7436                 7168                  6342                   298                                      17                   432                                                2                         77                              74                                                33                             172                                                  9                                512                                               5925                                 295                                                  9                                  427                                                  2                                                 22                                           61                                                 28                                                      164                                                  8                                5918                   5097                    249                                       14                    365                                                 2                          65                                  38                                                 23                                     71                                                  8                       387                                       4786                                 248                                                  9                                    362                                                  2                                                   13                                               30                                                 19                                                               67                                                  8                                          2834                    2727                   107   606.401784  0.947503   6507.906513  2.454021e+06     4.414108e+08         114136.50     4.450204e+08          105423.5      482792403.0          109646.0     5.232148e+08          110482.5     5.636574e+08          128283.0     5.678419e+08          131571.0
18         19   1002  11001001002              3442                 3329                  2788                   185                                       7                   311                                                0                         38                              35                                                24                              59                                                  6                                271                                               2564                                 178                                                  5                                  311                                                  0                                                  9                                           32                                                 24                                                       56                                                  5                                3226                   2637                    165                                        7                    297                                                 0                          33                                  24                                                 22                                     44                                                  6                       241                                       2438                                 159                                                  5                                    297                                                  0                                                    8                                               21                                                 20                                                               43                                                  5                                          2342                    2089                   253   219.834053  0.343491   3952.278513  8.896369e+05     1.195599e+08          74658.00     1.346398e+08           76705.0      130340038.0           74072.0     1.428837e+08           76636.5     1.241098e+08           78338.0     1.442730e+08           79814.5
19         20   4001  11001004001              3745                 3623                  3237                   139                                       5                   162                                                8                         72                              33                                                26                              60                                                  5                                345                                               2999                                 133                                                  5                                  162                                                  3                                                  3                                           28                                                 26                                                       50                                                  5                                3486                   3034                    131                                        5                    157                                                 6                          57                                  26                                                 25                                     42                                                  5                       289                                       2825                                 130                                                  5                                    157                                                  3                                                    2                                               23                                                 19                                                               40                                                  5                                          2489                    2305                   184    68.162548  0.106504   2361.335362  2.758440e+05     2.038363e+08          72807.00     2.302955e+08           77629.0      253288626.0           74273.0     2.628399e+08           78314.5     2.425434e+08           78459.5     2.695730e+08           85301.5
20         21   4002  11001004002              2797                 2720                  2232                   226                                       4                   181                                                1                         76                              27                                                14                              44                                                  4                                250                                               2088                                 209                                                  2                                  179                                                  1                                                  3                                           22                                                 12                                                       41                                                  4                                2654                   2135                    209                                        3                    170                                                 1                          67                                  24                                                 15                                     41                                                  3                       227                                       1998                                 195                                                  2                                    168                                                  1                                                    3                                               19                                                 12                                                               39                                                  3                                          1916                    1762                   154    48.451481  0.075705   2132.734912  1.960762e+05     1.324217e+08          60460.50     1.705354e+08           65155.0      168856216.0           62671.0     1.822967e+08           65831.0     1.579385e+08           66742.0     1.819931e+08           71996.0
21         22   4100  11001004100              2708                 2646                  2261                   115                                       9                   181                                                3                         77                              29                                                13                              23                                                  1                                259                                               2090                                 108                                                  4                                  180                                                  3                                                 14                                           27                                                 10                                                       20                                                  1                                2482                   2099                    100                                        9                    166                                                 3                          67                                  18                                                  9                                     15                                                  1                       235                                       1940                                  94                                                  4                                    165                                                  3                                                   10                                               17                                                  8                                                               13                                                  1                                          1702                    1494                   208   201.868555  0.315420   3872.498178  8.169331e+05     4.032032e+08          87019.00     2.175737e+08           81283.5      401781124.0           85405.0     4.509591e+08           89643.0     4.477331e+08          100196.0     5.573827e+08          100885.0
